N,ansatz,H,X_h,L,order,boundary,iterations,nfev_ratio,overlap,E_a,E_t,E_a_t
6,QAOA,TFIM,-10,2,6,hypersphere,10,48.0,0.9999999999999878,-40.18147782531516,-40.1814778253146,-40.18147782531516
6,QAOA,TFIM,-10,2,6,hypersphere,10,1.8571428571428572,0.9456089711882231,-37.89024813747612,-40.181477825314666,-40.18147782531506
6,QAOA,TFIM,-10,2,6,hypersphere,10,36.0,0.9999999999999621,-40.221465835702276,-40.22146583570039,-40.221465835702276
6,QAOA,TFIM,-10,2,6,hypersphere,10,45.0,0.9999999999999701,-40.181477825315106,-40.18147782531389,-40.181477825315106
6,QAOA,TFIM,-10,2,6,hypersphere,10,42.0,0.9999999999999963,-40.221465835702276,-40.2214658357021,-40.221465835702276
6,QAOA,TFIM,-1,2,6,hypersphere,10,27.0,0.6918050046796154,-4.968870663531713,-4.657577881021179,-4.968870663531713
6,QAOA,TFIM,-1,2,6,hypersphere,10,7.666666666666667,0.9999999994767047,-4.657577879098046,-4.657577881056797,-4.657577880809065
6,QAOA,TFIM,-1,2,6,hypersphere,10,1.4411764705882353,0.9883360282233012,-7.0672894906109995,-7.067969738562431,-7.067969738559435
6,QAOA,TFIM,-1,2,6,hypersphere,10,9.333333333333334,0.35756021279743777,-4.557647291211872,-4.657577881057154,-4.5576472912887205
6,QAOA,TFIM,-1,2,6,hypersphere,10,1.3214285714285714,0.020885905181040647,-7.067348617196353,-4.6575778810464055,-7.067969738534973
6,QAOA,TFIM,-1,2,6,hypersphere,10,1.7058823529411764,0.6918035081993287,-4.657577228776505,-4.968870663500261,-4.657577881051501
6,QAOA,TFIM,-1,2,6,hypersphere,10,1.36,0.9997220940890825,-7.067799654153389,-7.067969738554437,-7.067969738558384
6,QAOA,TFIM,-1,2,6,hypersphere,10,37.0,0.999999999999141,-4.968870663531714,-4.9688706635295805,-4.968870663531714
6,QAOA,TFIM,-1,2,6,hypersphere,10,1.5185185185185186,0.03726659669654672,-7.067546781488864,-4.96887066351446,-7.067969738536968
6,QAOA,TFIM,-1,2,6,hypersphere,10,1.25,0.9876327537523149,-4.943608298390418,-4.968870663530863,-4.968870663524266
6,QAOA,TFIM,-1,2,6,hypersphere,10,2.0,0.03458657363591613,-4.655197241782829,-7.067969738559379,-4.6575778810574855
6,QAOA,TFIM,-1,2,6,hypersphere,10,1.0909090909090908,0.935299049689633,-6.538754066702848,-7.067969738562405,-7.067969738552579
6,QAOA,TFIM,-1,2,6,hypersphere,10,2.9444444444444446,0.999999893325102,-4.657577710815494,-4.657577881044578,-4.657577881057945
6,QAOA,TFIM,-1,2,6,hypersphere,10,28.0,0.8099252356614136,-4.968870663531707,-4.557647291276105,-4.968870663531707
6,QAOA,TFIM,-1,2,6,hypersphere,10,32.0,0.9999999995942588,-4.657577880550377,-4.657577881055481,-4.657577880550377
6,QAOA,TFIM,-1,2,6,hypersphere,10,51.0,0.03242988497215434,-4.657577881058133,-7.06796973856204,-4.657577881058133
6,QAOA,TFIM,-1,2,6,hypersphere,10,27.0,0.9999999999925485,-4.557647291327841,-4.557647291307455,-4.557647291327841
6,QAOA,TFIM,-1,2,6,hypersphere,10,40.0,0.9999999999992961,-4.968870663531709,-4.968870663528968,-4.968870663531709
6,QAOA,TFIM,-1,2,6,hypersphere,10,1.4090909090909092,0.9947473361958024,-4.931512787264059,-4.9688706635290325,-4.968870663531685
